,time,s1,s2,s3,s4,0
351,1398489385.317,366.06639691921777,366.7303999995539,357.1972393790794,354.97999974981445,361.24350901191633
352,1398489386.938,374.2173403276784,378.73040000017966,360.3830800585339,353.2492305108964,366.6450127243221
353,1398489389.06,387.2588497815117,402.7303999996121,363.5689207384714,365.3646151843727,379.730696425992
354,1398489391.668,405.19092528022367,390.73040000080533,369.94060209786335,368.8261536627337,383.6720202604065
355,1398489392.668,395.4097931899722,402.7303999996121,363.5689207384714,365.3646151843727,381.7684322781071
356,1398489393.673,377.4777176912602,378.73040000017966,360.3830800585339,356.710768988995,368.32549168474213
357,1398489395.34,346.61281198438166,378.7303999983607,350.8255580192045,341.1338458371577,354.3256539597761
358,1398489397.024,380.738095054595,390.73040000080533,363.5689207384714,353.2492305108964,372.071661576192
359,1398489398.023,390.51922714484647,390.73040000080533,369.94060209786335,363.63384594545454,378.70601879724245
360,1398489399.022,401.93054791688894,402.7303999996121,369.94060209786335,375.7492306189309,387.5876951583238
361,1398489400.441,401.93054791688894,402.7303999996121,373.1264427778008,375.7492306189309,388.38415532830817
362,1398489402.054,372.5871516461345,402.7303999996121,354.011398699142,348.05692279361733,369.3464682846265
363,1398489404.118,354.76375539284226,390.7303999989864,357.1972393790794,346.3261535544368,362.25438708133623
364,1398489405.119,366.06639691921777,390.7303999989864,357.19723937859646,353.24923051063405,366.81081670185864
365,1398489406.118,383.99847241792975,402.7303999996121,366.75476141840886,358.4415382281755,377.98129301603154
366,1398489407.118,400.300359235098,402.7303999996121,369.94060209786335,370.55692290165194,385.88207105855633
367,1398489408.953,392.14941582663744,390.73040000080533,363.5689207384714,368.8261536627337,378.818722557162
368,1398489411.691,364.436208237674,390.73040000080533,354.011398699142,349.78769203253546,364.7414247425392
369,1398489412.691,358.02413275642414,366.7303999995539,354.011398699142,341.1338458371577,354.97494432306945
370,1398489413.691,353.1335667110513,378.73040000017966,357.1972393790794,346.3261535544368,358.8468399111868
371,1398489414.691,383.9984724181769,390.73040000080533,366.7547614179259,361.9030767062741,375.8466776357956
372,1398489416.461,413.34186868868426,402.7303999996121,376.3122834577383,372.28769214083235,391.1680610717168
373,1398489418.03,405.19092528022367,414.7303999984189,373.1264427778008,377.47999985811146,392.6319419786387
